stage,dataset,method,cell,seed,mae,rmse,r2,raw_pvr
e8,calce,GRU_direct_proj,CS2_34,99,3.8261743746044785,5.441284586996066,0.8507079133876527,62.967741935483865
e8,calce,GRU_direct,CS2_35,99,15.306190490722656,17.151741922515114,-0.1656855344772339,58.690987124463526
e8,calce,GRU_direct_proj,CS2_35,99,5.709461774654422,8.059976443956867,0.7425858097227844,58.690987124463526
e8,calce,GRU_direct,CS2_36,99,15.931984901428223,18.17892704952289,-0.06015002727508545,57.348406988694755
e8,calce,GRU_direct_proj,CS2_36,99,6.760109449339576,9.37279173118326,0.7181819442891029,57.348406988694755
e8,calce,GRU_direct,CS2_37,99,14.980742454528809,16.892638531983856,-0.14252984523773193,59.40212150433945
e8,calce,GRU_direct_proj,CS2_37,99,6.177612493777544,8.39123781052984,0.7180808366865716,59.40212150433945
e8,calce,GRU_direct,CS2_38,99,15.191384315490723,16.949491077986217,-0.1420351266860962,61.52416356877324
e8,calce,GRU_direct_proj,CS2_38,99,6.11901356490949,8.35319769837563,0.7226222251650307,61.52416356877324
e8,calce,Transformer_direct,CS2_33,99,19.45326042175293,21.928293062185524,-0.4051694869995117,69.63048498845265
e8,calce,Transformer_direct_proj,CS2_33,99,5.62095619382541,7.275218140034842,0.845328224575454,69.63048498845265
e8,calce,Transformer_direct,CS2_34,99,18.72054100036621,21.478933970106326,-1.3262660503387451,83.61290322580646
e8,calce,Transformer_direct_proj,CS2_34,99,3.7292380085510985,4.731920446014821,0.8870961436966566,83.61290322580646
e8,calce,Transformer_direct,CS2_35,99,18.011966705322266,19.91471378642717,-0.5714954137802124,74.0343347639485
e8,calce,Transformer_direct_proj,CS2_35,99,4.601364966877722,6.061672360867343,0.8544038616096923,74.0343347639485
e8,calce,Transformer_direct,CS2_36,99,18.461084365844727,20.537145688418917,-0.3530411720275879,70.60637204522097
e8,calce,Transformer_direct_proj,CS2_36,99,5.6821735673040425,7.229943041841402,0.8323125222426069,70.60637204522097
e8,calce,Transformer_direct,CS2_37,99,17.635961532592773,19.36517439239954,-0.5014656782150269,73.57762777242044
e8,calce,Transformer_direct_proj,CS2_37,99,5.116934690450858,6.358425999933695,0.8381279816959903,73.57762777242044
e8,calce,Transformer_direct,CS2_38,99,17.986459732055664,19.770301910858226,-0.5537915229797363,72.39776951672863
e8,calce,Transformer_direct_proj,CS2_38,99,5.056009202239127,6.362328919496262,0.8390843163931415,72.39776951672863
